time;path1;skr1_bps;path2;skr2_bps;path3;skr3_bps;skr_xor_bps
2025-08-31T12:00:00Z;Munich->Sat-08-03->Sat-17-37->Sat-07-03->Sat-16-37->Sat-06-03->Sat-15-37->Sat-05-04->NewYork;2064.0479514628028;Munich->Sat-18-37->Sat-18-38->Sat-17-38->Sat-16-38->Sat-15-38->Sat-05-03->Sat-14-37->NewYork;3170.12899499983;Munich->Sat-01-38->Sat-08-02->Sat-07-01->Sat-06-01->Sat-05-01->Sat-15-39->Sat-14-38->Sat-04-03->Sat-04-04->NewYork;2735.612803843724;2064.0479514628028
2025-08-31T12:01:00Z;Munich->Sat-18-37->Sat-08-02->Sat-07-02->Sat-16-37->Sat-06-03->Sat-15-36->Sat-05-04->NewYork;4603.340149543271;Munich->Sat-09-02->Sat-08-01->Sat-07-01->Sat-06-01->Sat-16-38->Sat-15-37->Sat-05-03->Sat-14-36->NewYork;2350.8025722258635;Munich->Sat-18-36->Sat-08-03->Sat-17-37->Sat-17-38->Sat-06-02->Sat-05-02->Sat-14-37->Sat-04-03->NewYork;5414.243883546531;2350.8025722258635
2025-08-31T12:02:00Z;Munich->Sat-08-02->Sat-17-37->Sat-16-37->Sat-06-02->Sat-15-36->Sat-05-03->NewYork;2091.7119538202955;Munich->Sat-18-36->Sat-18-37->Sat-07-01->Sat-06-01->Sat-05-01->Sat-05-02->Sat-14-36->NewYork;3663.7396329358376;Munich->Sat-09-02->Sat-08-01->Sat-18-38->Sat-17-38->Sat-16-38->Sat-15-38->Sat-14-37->Sat-04-03->NewYork;3111.5791120783606;2091.7119538202955
2025-08-31T12:03:00Z;Munich->Sat-08-02->Sat-17-36->Sat-07-02->Sat-16-36->Sat-06-02->Sat-15-35->Sat-05-03->NewYork;1976.1039056380748;Munich->Sat-18-36->Sat-08-01->Sat-07-01->Sat-06-01->Sat-05-01->Sat-05-02->Sat-14-35->NewYork;6836.994351779579;Munich->Sat-09-01->Sat-08-44->Sat-18-38->Sat-17-38->Sat-16-38->Sat-15-37->Sat-04-01->Sat-04-02->NewYork;2014.6128897993335;1976.1039056380748
2025-08-31T12:04:00Z;Munich->Sat-08-01->Sat-07-01->Sat-06-01->Sat-15-35->Sat-05-02->NewYork;2211.6239259911026;Munich->Sat-18-36->Sat-17-36->Sat-16-36->Sat-15-36->Sat-05-01->Sat-14-35->NewYork;1874.4377508151774;Munich->Sat-18-35->Sat-08-02->Sat-17-35->Sat-07-02->Sat-16-35->Sat-06-02->Sat-15-34->Sat-05-03->Sat-14-34->NewYork;9736.533917878256;1874.4377508151774
2025-08-31T12:05:00Z;Munich->Sat-08-01->Sat-17-35->Sat-07-01->Sat-16-35->Sat-06-01->Sat-15-34->Sat-05-02->NewYork;2302.3020682895326;Munich->Sat-18-35->Sat-18-36->Sat-17-36->Sat-16-36->Sat-05-44->Sat-05-01->Sat-14-34->NewYork;5279.45021037054;Munich->Sat-18-34->Sat-08-02->Sat-17-34->Sat-07-02->Sat-16-34->Sat-06-02->Sat-15-33->Sat-05-03->Sat-14-33->NewYork;4553.697233741193;2302.3020682895326
2025-08-31T12:06:00Z;Munich->Sat-18-35->Sat-07-43->Sat-17-36->Sat-16-36->Sat-15-36->Sat-14-35->Sat-14-34->NewYork;2270.108273088039;Munich->Sat-08-44->Sat-07-44->Sat-06-44->Sat-05-44->Sat-05-01->Sat-14-33->NewYork;2353.0161066987157;Munich->Sat-09-44->Sat-08-43->Sat-18-36->Sat-07-42->Sat-17-37->Sat-16-37->Sat-04-42->Sat-04-43->Sat-04-44->Sat-04-01->NewYork;3249.199792473753;2270.108273088039
2025-08-31T12:07:00Z;Munich->Sat-08-44->Sat-17-34->Sat-07-44->Sat-16-34->Sat-06-44->Sat-15-34->Sat-05-01->NewYork;2554.4905471205343;Munich->Sat-18-34->Sat-18-35->Sat-17-35->Sat-16-35->Sat-15-35->Sat-04-43->Sat-14-34->NewYork;3480.3206825129682;Munich->Sat-18-33->Sat-08-01->Sat-17-33->Sat-07-01->Sat-16-33->Sat-06-01->Sat-15-32->Sat-05-02->Sat-14-32->NewYork;4047.546513345953;2554.4905471205343
2025-08-31T12:08:00Z;Munich->Sat-18-34->Sat-07-42->Sat-17-35->Sat-16-35->Sat-15-35->Sat-14-34->Sat-14-33->NewYork;2539.928364913887;Munich->Sat-08-43->Sat-17-34->Sat-16-34->Sat-05-43->Sat-05-44->Sat-14-32->NewYork;2546.8585875850436;Munich->Sat-18-33->Sat-08-44->Sat-17-33->Sat-07-43->Sat-06-43->Sat-15-34->Sat-04-43->Sat-04-44->NewYork;5280.351948510777;2539.928364913887
2025-08-31T12:09:00Z;Munich->Sat-08-43->Sat-17-33->Sat-07-43->Sat-16-33->Sat-06-43->Sat-15-33->Sat-05-44->NewYork;2564.353801869753;Munich->Sat-18-33->Sat-18-34->Sat-07-41->Sat-06-41->Sat-05-41->Sat-15-35->Sat-04-42->Sat-14-33->NewYork;3544.8273810899937;Munich->Sat-18-32->Sat-08-44->Sat-17-32->Sat-07-44->Sat-16-32->Sat-06-44->Sat-15-32->Sat-05-01->Sat-14-32->NewYork;4430.692238765964;2564.353801869753
2025-08-31T12:10:00Z;Munich->Sat-18-33->Sat-07-42->Sat-06-42->Sat-15-33->Sat-05-43->Sat-14-32->NewYork;2884.6055999765395;Munich->Sat-08-42->Sat-07-41->Sat-06-41->Sat-05-41->Sat-15-34->Sat-14-33->Sat-04-43->NewYork;2560.9456735805306;Munich->Sat-08-43->Sat-17-32->Sat-07-43->Sat-16-32->Sat-06-43->Sat-15-32->Sat-05-44->Sat-14-31->NewYork;2270.441483666776;2270.441483666776
2025-08-31T12:11:00Z;Munich->Sat-08-42->Sat-17-32->Sat-07-42->Sat-16-32->Sat-06-42->Sat-15-32->Sat-05-43->Sat-14-31->NewYork;3266.935307568388;Munich->Sat-18-32->Sat-18-33->Sat-07-41->Sat-06-41->Sat-05-41->Sat-05-42->Sat-14-32->NewYork;3037.5847566116504;Munich->Sat-18-31->Sat-08-43->Sat-17-31->Sat-07-43->Sat-16-31->Sat-06-43->Sat-15-31->Sat-05-44->Sat-14-30->NewYork;2962.920183279301;2962.920183279301
